DATE,BAMLC0A4CBBB
2014-01-01,1.6193869731800766
2015-01-01,2.0493846153846154
2016-01-01,2.1117557251908397
2017-01-01,1.4630000000000000
2018-01-01,1.4866283524904215
2019-01-01,1.6329665071770335
